Oferta od,Kategoria,Pokaż oferty z numerem VIN,Ma numer rejestracyjny,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Autonomia,Napęd,Pojemność baterii,Rodzaj własności baterii,Emisja CO2,Filtr cząstek stałych,Spalanie W Mieście,Typ nadwozia,Liczba drzwi,Liczba miejsc,Kolor,Metalik,Rodzaj koloru,Kierownica po prawej (Anglik),Kraj pochodzenia,Leasing,VAT marża,Faktura VAT,Okres gwarancji producenta,Możliwość finansowania,Pierwsza rejestracja,Zarejestrowany w Polsce,Pierwszy właściciel,Bezwypadkowy,Serwisowany w ASO,Stan,ABS,Apple CarPlay,Android Auto,Boczne poduszki powietrzne - tył,Boczna poduszka powietrzna kierowcy,CD,Centralny zamek,Elektryczne szyby przednie,Elektrycznie ustawiany fotel pasażera,Elektrycznie ustawiane lusterka,Immobilizer,Poduszka powietrzna kierowcy,Poduszka powietrzna pasażera,Radio fabryczne,Wspomaganie kierownicy,Alarm,Alufelgi,ASR (kontrola trakcji),Alarm ruchu poprzecznego z tyłu pojazdu,Asystent parkowania,Asystent hamowania awaryjnego w mieście,Asystent hamowania - Brake Assist,Aktywny asystent zmiany pasa ruchu,Asystent jazdy w korku,Aktywne rozpoznawanie znaków ograniczenia prędkości,Asystent (czujnik) martwego pola,Asystent świateł drogowych,Asystent zapobiegania kolizjom na skrzyzowaniu,Asystent pasa ruchu,Automatyczna kontrola zjazdu ze stoku,Boczne poduszki powietrzne - przód,Cyfrowy kluczyk,Czujnik deszczu,Czujnik martwego pola,Czujnik zmierzchu,Czujniki parkowania przednie,Czujniki parkowania tylne,Dach panoramiczny,Dach otwierany elektrycznie,Dostęp do internetu,Dynamiczne światła doświetlające zakręty,Dźwignia zmiany biegów wykończona skórą,Ekran dotykowy,Elektrochromatyczne lusterka boczne,Elektrochromatyczne lusterko wsteczne,Elektryczne szyby tylne,Elektrycznie ustawiane fotele,Elektryczny hamulec postojowy,Elektroniczny system rozdziału siły hamowania,Elektroniczna kontrola ciśnienia w oponach,Elektroniczna regul. charakterystyki zawieszenia,Elektrycznie ustawiany fotel kierowcy,ESP,Felgi aluminiowe od 21,Felgi aluminiowe 19,Fotele przednie wentylowane,Fotele przednie z funkcje masażu,Funkcja szybkiego ładowania,Gniazdo AUX,Gniazdo SD,Gniazdo USB,Hak,Hamulce z kompozytów ceramicznych,HUD (wyświetlacz przezierny),Interfejs Bluetooth,Isofix,Kabel do ładowania,Kamera panoramiczna 360,Kamera cofania,Kamera parkowania tył,Kamera w lusterku bocznym,Kierownica ze sterowaniem radia,Kierownica skórzana,Kierownica wielofunkcyjna,Kierownica sportowa,Kierownica ogrzewana,Klimatyzacja automatyczna,Klimatyzacja czterostrefowa,Klimatyzacja automatyczna: 3 strefowa,Klimatyzacja dwustrefowa,"Klimatyzacja automatyczna, dwustrefowa",Klimatyzacja automatyczna: 4 lub wiêcej strefowa,Klimatyzacja manualna,Klimatyzacja dla pasażerów z tyłu,Komputer pokładowy,Kontrola trakcji,Kontrola odległości od poprzedzającego pojazdu,Kontrola odległości z tyłu (przy parkowaniu),Kontrola odległości z przodu (przy parkowaniu),Kurtyny powietrzne - przód,Kurtyny powietrzne - tył,Keyless Go,Keyless entry,Lane assist - kontrola zmiany pasa ruchu,Lampy tylne w technologii LED,Lampy przednie w technologii LED,Lampy bi-ksenonowe,Lampy ksenonowe,Lampy doświetlające zakręt,Lampy przeciwmgielne,Lampy przeciwmgielne w technologii LED,Lusterka boczne ustawiane elektrycznie,Lusterka boczne składane elektrycznie,Ładowanie bezprzewodowe urządzeń,Łopatki zmiany biegów,MP3,Nawigacja GPS,Niezależny system parkowania,Odtwarzacz DVD,Ogranicznik prędkości,Ogrzewanie postojowe,Ogrzewane siedzenia tylne,Opony runflat,Opony letnie,Opony wielosezonowe,Oświetlenie drogi do domu,Oświetlenie wnętrza LED,Oświetlenie adaptacyjne,Park Assistant - asystent parkowania,Podgrzewana przednia szyba,Podgrzewane lusterka boczne,Podgrzewane przednie siedzenia,Podgrzewane tylne siedzenia,Podłokietniki - przód,Podłokietniki - tył,Poduszka powietrzna chroniąca kolana,Poduszki boczne przednie,Poduszki boczne tylne,Poduszka powietrzna centralna,Poduszka kolan kierowcy,Poduszka kolan pasażera,Poduszka powietrzna pasów bezpieczeństwa zm tyłu,Podgrzewany fotel pasażera,Przyciemniane szyby,Przyciemniane tylne szyby,Radio niefabryczne,Radio,Regulowane zawieszenie,Regul. elektr. podparcia lędźwiowego - kierowca,Regul. elektr. podparcia lędźwiowego - pasażer,Relingi dachowe,Rolety na bocznych szybach opuszczane ręcznie,Siedzenie z pamięcią ustawienia,Sportowe fotele - przód,Spryskiwacze reflektorów,Sterowanie funkcjami pojazdu za pomocą głosu,System minimalizujący skutki kolizji,System wspomagania hamowania,System ostrzegający o możliwej kolizji,System rekomendacji przerw podczas trasy,System powiadamiania o wypadku,System Start/Stop,System nawigacji satelitarnej,System odzyskiwania energii,System nagłośnienia,System hamowania awaryjnego dla ochrony pieszych,System rozpoznawania znaków drogowych,Szyberdach,Szyberdach szklany - przesuwny i uchylny elektrycz,Światła do jazdy dziennej,Światła LED,Światła do jazdy dziennej diodowe LED,Światła przeciwmgielne,Światła Xenonowe,Tapicerka skórzana,Tapicerka Alcantara,Tapicerka welurowa,Tempomat,Tempomat aktywny,Tempomat adaptacyjny ACC,Tuner TV,Uruchamianie silnika bez użycia kluczyków,Wielofunkcyjna kierownica,Wycieraczki,Wspomaganie ruszania pod górę- Hill Holder,Wyświetlacz typu Head-Up,Zmieniarka CD,Zawieszenie sportowe,Zawieszenie komfortowe,Zawieszenie powietrzne,Zawieszenie regulowane,Zewnętrzne oklejenie,Zestaw głośnomówiący,Zmiana biegów w kierownicy,Cena,Szczegóły ceny,Waluta,url_path,id,epoch
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,595,,,2018,4 700 km,1 368 cm3,Benzyna,165 KM,Manualna,,Na przednie koła,,,,,,Auta małe,3,4.0,Czerwony,,Perłowy,,,,,,,,,Tak,,Tak,,Używane,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,,84900,,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-turismo-4700-przebiegu-ID6FeQ8t.html,55c8bf9a7b4427957023e0ed1c042be0a251ffd1,1687616193
Firmy,Osobowe,Tak,Tak,Abarth,595,,,2017,95 000 km,1 368 cm3,Benzyna,146 KM,Manualna,,Na przednie koła,,,,,,Auta miejskie,3,4.0,Szary,,Metalik,,,,Tak,,,Tak,,,,,,Używane,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,59900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-1-4-benzynamanualklimaserwisgwarancja-w-cenie-ID6FdK6x.html,9e96ed0d9f5a9be9aa783b3a1c07a42bede7e06a,1687616194
Osoby prywatnej,Osobowe,Tak,,Abarth,Punto Evo,,,2010,125 850 km,1 368 cm3,Benzyna,163 KM,Manualna,,Na przednie koła,,,,,,Auta miejskie,3,,Biały,,,,Szwajcaria,,,,,,,Tak,,Tak,,Używane,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,42900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-punto-evo-ID6FydpZ.html,0978669ab66ce36b9eeda36fa9a775a62ad48c27,1687616194
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,595,,,2018,48 600 km,1 368 cm3,Benzyna,145 KM,Manualna,,Na przednie koła,,,139 g/km,,7 l/100km,Auta małe,3,4.0,Niebieski,,Metalik,,,,,,,,,,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,64900,,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-salon-polska-bezwypadkowy-ID6Fxe60.html,fdc6db8d3f577e0cab91d913a62ede242bc43254,1687616194
Osoby prywatnej,Osobowe,Tak,,Abarth,595,,,2017,75 000 km,1 395 cm3,Benzyna,150 KM,Manualna,,Na przednie koła,,,,,,Auta małe,3,4.0,Czarny,,Metalik,,,,,,,,,,,,,Używane,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,57700,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-ID6FfKu7.html,b4dae6c0089e004185b70daa62284ce7df8a2cce,1687616194
Firmy,Osobowe,Tak,,Abarth,595,,,2014,105 869 km,1 368 cm3,Benzyna,160 KM,Manualna,,,,,,,,Kabriolet,3,4.0,Czarny,,Metalik,,,,Tak,,,,,,,,,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,1.0,,67000,,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-cabrio-ID6Fyo3r.html,ee7b9efcb7ec744cfc0c6bccece1ffd6c6a31c39,1687616194
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,Grande Punto,,,2009,222 463 km,1 368 cm3,Benzyna,150 KM,Manualna,,Na przednie koła,,,,,,Auta małe,3,5.0,Biały,,,,,,,,,,,Tak,,,,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,35000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-grande-punto-fiat-abarth-punto-ID6FAGU0.html,47507ef4092f509ba8de44bdc7e64274e04fe0c2,1687616194
Firmy,Osobowe,Tak,,Abarth,595,,,2022,2 km,1 368 cm3,Benzyna,145 KM,Manualna,,Na przednie koła,,,,,,Auta małe,3,4.0,Czarny,,Metalik,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,,Nowe,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,96390,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-1-4-16v-t-jet-145-km-scorpione-nowy-w-cenie-uzywanego-ID6ECeqs.html,91135b3254ff43b188629a439486e91dd1ebc15b,1687616195
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,Grande Punto,,,2008,166 400 km,1 368 cm3,Benzyna,155 KM,Manualna,,Na przednie koła,,,,,,Auta miejskie,3,4.0,Biały,,,,,,,,,,,Tak,,,,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,24000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-grande-punto-ID6FuSjK.html,6557fdc73fa9a6d039aba47c7bfb928c869e66af,1687616195
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,500,,,2013,90 000 km,1 368 cm3,Benzyna,180 KM,Manualna,,Na przednie koła,,,,,7 l/100km,Auta małe,3,4.0,Biały,,Perłowy,,,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,1.0,,48900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-500-turbo-180-km-panorama-skora-beats-by-dre-bezwypadkowy-ID6FuTun.html,95bf23067461b3521f8860f4970827a86c56855b,1687616195
Firmy,Osobowe,Tak,Tak,Abarth,500,595 1.4 T-Jet 16v Scorpioneoro MTA,,2017,30 350 km,1 368 cm3,Benzyna,165 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,4.0,Inny kolor,,,,Niemcy,,Tak,,,Tak,,,,,,Używane,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,82900,,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-500-abarth-595-automat-165-km-29216-km-ID6EtHlV.html,cf6f948c9f8ccb1f166b1ea9537dc6d3d06e2acc,1687616196
Osoby prywatnej,Osobowe,Tak,,Abarth,Grande Punto,,,2007,239 456 km,1 400 cm3,Benzyna,155 KM,Manualna,,,,,,,,Auta małe,3,4.0,Biały,,,,,,,,,,,,,,,Używane,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,26900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-grande-punto-abarth-fiat-punto-grande-1-4t-155km-ID6FyJp7.html,b9a4e7b717061417b5a1ae1f88ba21f7dd707633,1687616196
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,595,,,2019,81 924 km,1 395 cm3,Benzyna,180 KM,Manualna,,Na przednie koła,,,,,"9,10 l/100km",Auta małe,3,4.0,Inny kolor,,Matowy,,,,,,,,,Tak,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-competizione-ID6F80Xn.html,fbe402d0e458b4c089ea7ee1bf79cd183049c00d,1687616195
Osoby prywatnej,Osobowe,Tak,,Abarth,595,,,2013,114 000 km,1 400 cm3,Benzyna,160 KM,Manualna,,,,,,,"7,90 l/100km",Sedan,3,4.0,Niebieski,,,,,,,,,,,,,,,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,,41500,,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-turismo-160km-ID6FyXIK.html,a06616f85e2db971ba508c1e41055f9f06fd0f29,1687616195
Osoby prywatnej,Osobowe,Tak,,Abarth,595,,,2021,40 704 km,1 368 cm3,Benzyna,165 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,4.0,Czarny,,Metalik,,Polska,,,,,Tak,,Tak,,,,Używane,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,99999,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-monster-yamaha-1-of-2000-panorama-navi-alcantara-ID6Fyb8H.html,d6416ea6ee077fda8fd867c2553aaf4b45f1b05f,1687616196
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,595,,,2017,76 451 km,1 368 cm3,Benzyna,145 KM,Manualna,,Na przednie koła,,,,,,Auta miejskie,3,,Szary,,,,Niemcy,,,,,,,,,,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,67990,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-super-stan-faktura-vat-23-ID6Fsu4Q.html,02a599764ac1340bb76b6fb39d4b2d663bcfa780,1687616196
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,500,,,2011,75 000 km,1 368 cm3,Benzyna,145 KM,Automatyczna,,Na przednie koła,,,,,,Kabriolet,3,4.0,Szary,,Metalik,,Szwajcaria,,,,,,,,,,Tak,Używane,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,54000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-500-abarth-500c-cabrio-automat-maly-przebieg-bogate-wyposazenie-ID6Fvcbd.html,b35dc051df42e0877c2d9ddab771cc9e5d24de94,1687616197
Osoby prywatnej,Osobowe,Tak,,Abarth,595,,,2022,5 000 km,1 368 cm3,Benzyna,145 KM,Manualna,,Na przednie koła,,,,,,Auta miejskie,3,4.0,Czarny,,Metalik,,Polska,,,,05/05/2024,,,Tak,,Tak,Tak,Używane,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,103900,,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-ID6FzMQG.html,b074d77a61ede27d0c6b352b18ae4643b81b5a29,1687616196
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,500,,,2014,101 000 km,1 368 cm3,Benzyna,135 KM,Manualna,,Na przednie koła,,,,,8 l/100km,Auta małe,3,4.0,Czerwony,,Metalik,,,,,,,,,,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,53900,,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-500-sprzedam-abarth-500-155km-ID6FpmOr.html,088acb6ec03c0c94983d303a2b94f44c21824f40,1687616197
Osoby prywatnej,Osobowe,Tak,,Abarth,500,,,2010,59 000 km,1 368 cm3,Benzyna,160 KM,Manualna,,,,,,,,Auta miejskie,3,,Czarny,,,,,,,,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51500,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-500-polski-salon-serwis-wyjatkowy-stan-ID6FxZOT.html,1e0cd38ef033a2fdee3bf87c2ca4e7009c45da93,1687616197
Osoby prywatnej,Osobowe,Tak,,Abarth,595,,,2019,60 750 km,1 368 cm3,Benzyna,160 KM,Manualna,,Na przednie koła,,,,,,Auta małe,3,4.0,Czarny,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,79000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-pista-krajowy-ID6Fu69A.html,92881d6d6e4353281a9e4c166beff3187d9a3a9f,1687616197
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,595,,,2020,14 500 km,1 368 cm3,Benzyna,170 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,4.0,Szary,,,,Niemcy,,,,,,,Tak,,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95100,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-akrapovic-ID6Fsaht.html,d13aa40e00383350d9df2dc75b1f1e6fdc43118b,1687616197
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,595,,,2015,51 878 km,1 368 cm3,Benzyna,145 KM,Manualna,,Na przednie koła,,,,,"7,90 l/100km",Auta małe,3,4.0,Czarny,,Perłowy,,,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,,52900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-ladny-abarcik-595-ID6F3Q20.html,476e1ba43ce1fb58ebf31ff36e6772faa74dbc58,1687616199
